Прізвище,Ім'я,По батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Іванченко,Віктор,Олександрович,male,2001-09-30,Фінансовий аналітик,місто Золочів,"вулиця Олександра Тимошенка, буд. 304 кв. 005, Комарно, 26050",826-42-21,mandriishyn@example.net
Цимбалюк,Гордій,Сергійович,male,1965-02-17,Кадровий менеджер,селище Радехів,"узвіз Єлісаветинська, буд. 222, Сторожинець, 19106",+380 23 709 25 36,iazhazha@example.org
Артимишин,Роксолана,Олегівна,female,1978-09-13,Менеджер з продажу,місто Нова Одеса,"вулиця Жаботинського, буд. 455 кв. 8, Новий Калинів, 72164",+380 69 962 96 60,vasyltovstukha@example.net
Проценко,Степан,Михайлович,male,1957-07-31,Менеджер з продажу,село Антрацит ,"провулок Коцюбинського, буд. 710 кв. 70, Шахтарськ, 28647",+380 78 275-30-87,roksolana97@example.com
Дзюба,Леонтій,Мар'янович,male,1955-09-15,Програміст,хутір Самбір,"проспект Новгородський, буд. 28 кв. 8, Краматорськ, 53311",+380 81 777-22-09,varvara31@example.org
Сич,Василина,Давидівна,female,1979-01-09,Менеджер з маркетингу,хутір Ланівці,"сквер Деревообробна, буд. 391, Карлівка, 77945",+380 40 166 19 28,levko79@example.org
Якименко,Єлисей,Іванович,male,1986-09-05,Тестувальник,місто Ровеньки,"набережна Васнецова, буд. 595, Новомиргород, 88691",551-95-75,demian80@example.net
Ґалаґан,Богодар,Тарасович,male,2004-01-15,Програміст,селище Камінь-Каширський,"проспект Свободи, буд. 9, Новодністровськ, 29082",753-80-11,volodymyraiurchyshyn@example.org
Ажажа,Віолетта,Іванівна,female,1988-10-06,Системний адміністратор,село Бар,"узвіз Макарова, буд. 75, Тячів, 84598",007 968 81 90,tkachievhen@example.net
Шинкаренко,Микита,Володимирович,male,1976-06-21,Асистент керівника,місто Кагарлик,"шосе Лобачевського, буд. 9, Олешки, 62383",099 307-98-72,tverdokhlibsolomon@example.net
Уманець,Соломон,Павлович,male,1953-10-30,PR-менеджер,селище Шпола,"проспект Шота Руставелі, буд. 40, Ланівці, 71995",+380 (80) 794-54-29,orynarudyk@example.org
Назаренко,Златослава,Зеновіївна,female,1963-04-10,Інженер з якості,хутір Буринь,"проспект Тетяни Тесс, буд. 6, Арциз, 86296",+380 26 820 35 84,artem04@example.net
Матяш,Вадим,Зеновійович,male,1959-04-22,Дизайнер,хутір Ладижин,"проспект Приморський, буд. 804, Щастя , 52144",+380 50 399-85-28,vtsiutsiura@example.net
Дацюк,Ірина,Іванівна,female,1979-01-13,Менеджер з маркетингу,селище Мукачево,"провулок Теліги Олени, буд. 10 кв. 28, Сарни, 21095",+380 73 291-43-99,opanasbabychenko@example.com
Тесля,Ярина,Мар'янівна,female,1945-11-10,HR-менеджер,село Хрустальний,"сквер Кавказький, буд. 066, Черкаси, 52845",+380 96 471-34-31,szubko@example.com
Хоменко,Амалія,Остапівна,female,1987-12-17,Асистент керівника,селище Красногорівка,"провулок Колекційна, буд. 018, Немирів, 13296",+380 70 530 95 02,stefan01@example.org
Бебешко,Пармен,Данилович,male,1984-03-19,Менеджер з закупівель,хутір Устилуг,"набережна Данькевича, буд. 4, Калинівка , 51734",010 889 79 20,vivcharenkoavhustyn@example.org
Юрчишин,Амвросій,Тимофійович,male,1944-06-09,Менеджер з продажу,хутір Кальміуське,"парк Поїзна, буд. 745 кв. 38, Судак , 65660",+380 (96) 063-11-76,stepan68@example.net
Панчук,Гаврило,Станіславович,male,1992-08-03,Архітектор,село Амвросіївка,"площа Чапаєва, буд. 456, Южне, 35620",+380 91 775 53 08,liubovakulenko@example.com
Тесля,Микита,Костянтинович,male,1996-09-02,Офіс-менеджер,селище Луцьк,"парк 5-та Суворовська, буд. 4, Самбір, 67413",970 65 56,ihorshablii@example.org
Давиденко,Віктор,Мар'янович,male,1948-06-17,Архітектор,селище Липовець,"шосе Стеценко, буд. 262 кв. 65, Армянськ, 92533",921-04-51,dannatelychenko@example.org
Гаврюшенко,Марта,Олександрівна,female,2004-04-25,Копірайтер,хутір Умань,"шосе Восьмого Березня Лінія 1-ша, буд. 420 кв. 070, Самбір, 10762",869 57 42,mizhak@example.com
Чаленко,Варвара,Кирилівна,female,1990-10-22,Асистент керівника,селище Суми,"шосе Богуна, буд. 6, Одеса, 94100",+380 93 364-72-39,icharnysh@example.org
Єрмоленко,Панас,Михайлович,male,2005-05-05,Аудитор,хутір Добромиль,"парк Шовкуненка, буд. 39 кв. 56, Фастів, 71538",092 948-81-74,nazarchalyi@example.org
Семенченко,Мирослав,Денисович,male,1970-06-17,Менеджер з продукту,селище Вижниця,"узвіз Кибальчича, буд. 53 кв. 4, Коростень, 18819",643-12-99,msheremeta@example.com
Шамрай,Остап,Михайлович,male,1954-12-28,Менеджер з продажу,хутір Токмак,"набережна Трудових резервів, буд. 091 кв. 368, Богуслав, 07638",+380 (21) 185-06-47,dzhunartem@example.org
Канівець,Венедикт,Євгенович,male,1951-06-01,Програміст,село Чистякове,"парк Аеродромна, буд. 52, Умань, 18830",+380 95 431-74-57,wazhazha@example.net
Журавель,Арсен,Костянтинович,male,1987-02-18,Архітектор,хутір Довжанськ,"набережна Локомотивна, буд. 002 кв. 7, Гребінка, 11273",+380 85 189-15-14,danylchuksofiia@example.com
Вдовиченко,Климент,Костянтинович,male,1959-02-02,Інженер з якості,село Моспине,"набережна Нежданової, буд. 56 кв. 37, Помічна, 97142",090 657 34 83,mykolaiatamanchuk@example.org
Шморгун,Аліна,Марківна,female,1969-05-03,Дизайнер,місто Немирів,"проспект Сосюри, буд. 6 кв. 026, Краматорськ, 56563",+380 39 618-23-43,xholoborodko@example.org
Цісик,Дарина,Григоріївна,female,1965-05-19,Менеджер з продукту,місто Армянськ,"узвіз Скляний 2-й, буд. 16 кв. 071, Вишневе , 61860",051 047 36 53,eshtokalo@example.com
Полтавець,Мілена,Григоріївна,female,1948-11-02,Кадровий менеджер,селище Знам'янка,"узвіз Соляна, буд. 379 кв. 765, Борзна, 62414",071 622-77-88,odashkevych@example.net
Ящук,Юстим,Тарасович,male,1972-02-26,Менеджер з продажу,село Звенигородка,"провулок Олександра Невського 4-й, буд. 413 кв. 645, Звенигородка, 60230",+380 66 209-97-34,wbatih@example.com
Пʼятаченко,Борис,Борисович,male,2006-09-23,Архітектор,селище Волноваха,"сквер Гагаріна, буд. 95, Кролевець, 60335",061 861 19 10,goliashkhoma@example.net
Кармалюк,Дарина,Кирилівна,female,1960-04-15,Інженер з якості,місто Красноперекопськ,"площа Вільгельма Габсбурга, буд. 153 кв. 6, Павлоград, 94194",+380 (86) 415-75-22,dmytro95@example.com
Ніколюк,Георгій,Денисович,male,1952-05-28,Офіс-менеджер,село Жидачів,"шосе Вернидуба, буд. 296, Сіверськ, 42146",+380 77 242-94-05,dmytrohavriushenko@example.com
